Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2001","2001","ha","21000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2002","2002","ha","25500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2003","2003","ha","25778","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2004","2004","ha","26000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2005","2005","ha","25500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2006","2006","ha","26000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2007","2007","ha","26000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2008","2008","ha","26500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2009","2009","ha","26000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2010","2010","ha","27328","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2011","2011","ha","28203","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2012","2012","ha","29406","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2013","2013","ha","30238","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2014","2014","ha","30917","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2015","2015","ha","31079","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2016","2016","ha","31488","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2017","2017","ha","26028","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2018","2018","ha","21107","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2019","2019","ha","15087","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2020","2020","ha","15613","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5312","Área cosechada","01318","Piña tropical","2021","2021","ha","16157","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1961","1961","100 g/ha","11000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1962","1962","100 g/ha","12000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1963","1963","100 g/ha","11000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1964","1964","100 g/ha","11000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1965","1965","100 g/ha","13000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1966","1966","100 g/ha","13636","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1967","1967","100 g/ha","13913","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1968","1968","100 g/ha","15000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1969","1969","100 g/ha","15789","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1970","1970","100 g/ha","17100","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1971","1971","100 g/ha","16912","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1972","1972","100 g/ha","18182","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1973","1973","100 g/ha","12959","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1974","1974","100 g/ha","12117","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1975","1975","100 g/ha","11291","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1976","1976","100 g/ha","10490","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1977","1977","100 g/ha","10381","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1978","1978","100 g/ha","10620","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1979","1979","100 g/ha","10854","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1980","1980","100 g/ha","11083","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1981","1981","100 g/ha","11306","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1982","1982","100 g/ha","11523","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1983","1983","100 g/ha","11736","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1984","1984","100 g/ha","19360","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1985","1985","100 g/ha","25567","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1986","1986","100 g/ha","31250","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1987","1987","100 g/ha","31250","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1988","1988","100 g/ha","30000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1989","1989","100 g/ha","32000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1990","1990","100 g/ha","32000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1991","1991","100 g/ha","30000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1992","1992","100 g/ha","35000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1993","1993","100 g/ha","35002","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1994","1994","100 g/ha","40420","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1995","1995","100 g/ha","40168","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1996","1996","100 g/ha","39394","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1997","1997","100 g/ha","39345","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1998","1998","100 g/ha","39921","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","1999","1999","100 g/ha","40053","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2000","2000","100 g/ha","40269","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2001","2001","100 g/ha","40476","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2002","2002","100 g/ha","39985","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2003","2003","100 g/ha","40733","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2004","2004","100 g/ha","41154","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2005","2005","100 g/ha","41569","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2006","2006","100 g/ha","41154","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2007","2007","100 g/ha","41538","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2008","2008","100 g/ha","41132","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2009","2009","100 g/ha","41538","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2010","2010","100 g/ha","41757","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2011","2011","100 g/ha","42053","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2012","2012","100 g/ha","41859","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2013","2013","100 g/ha","41933","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2014","2014","100 g/ha","41984","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2015","2015","100 g/ha","42311","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2016","2016","100 g/ha","42415","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2017","2017","100 g/ha","42507","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2018","2018","100 g/ha","42686","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2019","2019","100 g/ha","42458","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2020","2020","100 g/ha","42546","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5419","Rendimiento","01318","Piña tropical","2021","2021","100 g/ha","42635","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1961","1961","toneladas","11000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1962","1962","toneladas","12000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1963","1963","toneladas","11000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1964","1964","toneladas","11000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1965","1965","toneladas","13000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1966","1966","toneladas","15000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1967","1967","toneladas","16000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1968","1968","toneladas","18000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1969","1969","toneladas","21000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1970","1970","toneladas","23000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1971","1971","toneladas","23000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1972","1972","toneladas","25000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1973","1973","toneladas","18000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1974","1974","toneladas","17000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1975","1975","toneladas","16000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1976","1976","toneladas","15000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1977","1977","toneladas","15000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1978","1978","toneladas","15500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1979","1979","toneladas","16000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1980","1980","toneladas","16500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1981","1981","toneladas","17000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1982","1982","toneladas","17500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1983","1983","toneladas","18000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1984","1984","toneladas","30000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1985","1985","toneladas","40000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1986","1986","toneladas","50000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1987","1987","toneladas","50000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1988","1988","toneladas","46935","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1989","1989","toneladas","50563","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1990","1990","toneladas","51072","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1991","1991","toneladas","48360","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1992","1992","toneladas","56984","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1993","1993","toneladas","57553","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1994","1994","toneladas","67098","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1995","1995","toneladas","67346","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1996","1996","toneladas","65000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1997","1997","toneladas","67000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1998","1998","toneladas","71858","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","1999","1999","toneladas","73750.16","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2000","2000","toneladas","71500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2001","2001","toneladas","85000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2002","2002","toneladas","101961","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2003","2003","toneladas","105000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2004","2004","toneladas","107000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2005","2005","toneladas","106000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2006","2006","toneladas","107000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2007","2007","toneladas","108000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2008","2008","toneladas","109000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2009","2009","toneladas","108000","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2010","2010","toneladas","114113.1","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2011","2011","toneladas","118600","T","Cifra no oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2012","2012","toneladas","123089.21","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2013","2013","toneladas","126798.15","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2014","2014","toneladas","129801.12","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2015","2015","toneladas","131496.77","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2016","2016","toneladas","133557.8","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2017","2017","toneladas","110637.27","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2018","2018","toneladas","90099.79","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2019","2019","toneladas","64057","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2020","2020","toneladas","66428","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","324","Guinea","5510","Producción","01318","Piña tropical","2021","2021","toneladas","68887","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1980","1980","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1981","1981","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1982","1982","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1983","1983","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1984","1984","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1985","1985","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1986","1986","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1987","1987","ha","30","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1988","1988","ha","50","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1989","1989","ha","60","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1990","1990","ha","70","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1991","1991","ha","74","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1992","1992","ha","75","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1993","1993","ha","76","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1994","1994","ha","76","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1995","1995","ha","77","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1996","1996","ha","78","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1997","1997","ha","78","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1998","1998","ha","79","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","1999","1999","ha","80","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2000","2000","ha","79","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2001","2001","ha","80","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2002","2002","ha","81","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2003","2003","ha","80","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2004","2004","ha","85","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2005","2005","ha","89","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2006","2006","ha","100","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2007","2007","ha","130","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2008","2008","ha","124","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2009","2009","ha","140","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2010","2010","ha","140","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2011","2011","ha","140","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2012","2012","ha","86","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2013","2013","ha","105","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2014","2014","ha","103","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2015","2015","ha","108","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2016","2016","ha","110","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2017","2017","ha","105","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2018","2018","ha","106","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2019","2019","ha","103","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2020","2020","ha","105","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5312","Área cosechada","01318","Piña tropical","2021","2021","ha","104","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1980","1980","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1981","1981","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1982","1982","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1983","1983","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1984","1984","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1985","1985","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1986","1986","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1987","1987","100 g/ha","16667","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1988","1988","100 g/ha","20000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1989","1989","100 g/ha","25000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1990","1990","100 g/ha","25714","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","624","Guinea-Bissau","5419","Rendimiento","01318","Piña tropical","1991","1991","100 g/ha","27027","E","Valor estimado"
