Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1966","1966","toneladas","82300","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1967","1967","toneladas","104000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1968","1968","toneladas","106500","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1969","1969","toneladas","103000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1970","1970","toneladas","124000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1971","1971","toneladas","154000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1972","1972","toneladas","184000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1973","1973","toneladas","220000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1974","1974","toneladas","228131","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1975","1975","toneladas","239705","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1976","1976","toneladas","267491","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1977","1977","toneladas","241702","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1978","1978","toneladas","312156","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1979","1979","toneladas","291900","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1980","1980","toneladas","293744","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1981","1981","toneladas","299065","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1982","1982","toneladas","223861","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1983","1983","toneladas","182853","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1984","1984","toneladas","223293","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1985","1985","toneladas","293997","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1986","1986","toneladas","273453","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1987","1987","toneladas","227178","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1988","1988","toneladas","195918","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1989","1989","toneladas","179480","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1990","1990","toneladas","232543","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1991","1991","toneladas","201571","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1992","1992","toneladas","193033","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1993","1993","toneladas","202949","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1994","1994","toneladas","211686","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1995","1995","toneladas","209628","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1996","1996","toneladas","250688","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1997","1997","toneladas","250556","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1998","1998","toneladas","213974","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","1999","1999","toneladas","252000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2000","2000","toneladas","238000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2001","2001","toneladas","248890","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2002","2002","toneladas","227501","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2003","2003","toneladas","243242","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2004","2004","toneladas","215989","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2005","2005","toneladas","195294","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2006","2006","toneladas","176698","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2007","2007","toneladas","159668","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2008","2008","toneladas","86147","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2009","2009","toneladas","66730","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2010","2010","toneladas","68212","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2011","2011","toneladas","69727","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2012","2012","toneladas","71276","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2013","2013","toneladas","72000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2014","2014","toneladas","61336.27","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2015","2015","toneladas","49800","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2016","2016","toneladas","38900","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2017","2017","toneladas","48900","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2018","2018","toneladas","32500","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2019","2019","toneladas","49100","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2020","2020","toneladas","30000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","384","Côte d'Ivoire","5510","Producción","01318","Piña tropical","2021","2021","toneladas","23833.87","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1961","1961","ha","2400","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1962","1962","ha","2300","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1963","1963","ha","2100","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1964","1964","ha","1800","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1965","1965","ha","1200","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1966","1966","ha","870","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1967","1967","ha","644","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1968","1968","ha","680","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1969","1969","ha","909","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1970","1970","ha","652","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1971","1971","ha","538","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1972","1972","ha","715","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1973","1973","ha","754","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1974","1974","ha","620","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1975","1975","ha","531","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1976","1976","ha","417","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1977","1977","ha","360","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1978","1978","ha","370","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1979","1979","ha","340","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1980","1980","ha","360","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1981","1981","ha","350","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1982","1982","ha","350","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1983","1983","ha","330","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1984","1984","ha","370","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1985","1985","ha","420","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1986","1986","ha","430","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1987","1987","ha","430","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1988","1988","ha","420","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1989","1989","ha","420","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1990","1990","ha","430","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1991","1991","ha","2515","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1992","1992","ha","2310","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1993","1993","ha","1785","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1994","1994","ha","1869","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1995","1995","ha","1299","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1996","1996","ha","1841","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1997","1997","ha","1195","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1998","1998","ha","1809","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","1999","1999","ha","1640","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2000","2000","ha","2469","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2001","2001","ha","2840","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2002","2002","ha","3202","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2003","2003","ha","4089","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2004","2004","ha","3015","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2005","2005","ha","4262","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2006","2006","ha","4026","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2007","2007","ha","5907","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2008","2008","ha","5991","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2009","2009","ha","5766","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2010","2010","ha","6293","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2011","2011","ha","5850","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2012","2012","ha","5189","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2013","2013","ha","7869","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2014","2014","ha","7524","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2015","2015","ha","7175","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2016","2016","ha","7621","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2017","2017","ha","7440","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2018","2018","ha","6932","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2019","2019","ha","5607","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2020","2020","ha","4860","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5312","Área cosechada","01318","Piña tropical","2021","2021","ha","5109","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1961","1961","100 g/ha","208333","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1962","1962","100 g/ha","195652","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1963","1963","100 g/ha","196067","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1964","1964","100 g/ha","177117","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1965","1965","100 g/ha","131375","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1966","1966","100 g/ha","111276","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1967","1967","100 g/ha","103696","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1968","1968","100 g/ha","106088","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1969","1969","100 g/ha","115248","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1970","1970","100 g/ha","217592","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1971","1971","100 g/ha","386933","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1972","1972","100 g/ha","452042","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1973","1973","100 g/ha","410133","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1974","1974","100 g/ha","486371","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1975","1975","100 g/ha","417345","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1976","1976","100 g/ha","513573","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1977","1977","100 g/ha","478472","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1978","1978","100 g/ha","489108","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1979","1979","100 g/ha","422912","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1980","1980","100 g/ha","495333","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1981","1981","100 g/ha","417686","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1982","1982","100 g/ha","449086","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1983","1983","100 g/ha","404545","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1984","1984","100 g/ha","467568","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1985","1985","100 g/ha","489262","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1986","1986","100 g/ha","504767","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1987","1987","100 g/ha","538465","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1988","1988","100 g/ha","518833","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1989","1989","100 g/ha","497048","I","Valor imputado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1990","1990","100 g/ha","511628","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1991","1991","100 g/ha","80411","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1992","1992","100 g/ha","91338","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1993","1993","100 g/ha","50000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1994","1994","100 g/ha","52830","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1995","1995","100 g/ha","55366","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1996","1996","100 g/ha","41282","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1997","1997","100 g/ha","42937","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1998","1998","100 g/ha","57761","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","1999","1999","100 g/ha","69939","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2000","2000","100 g/ha","97537","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2001","2001","100 g/ha","103278","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2002","2002","100 g/ha","115240","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2003","2003","100 g/ha","99151","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2004","2004","100 g/ha","151267","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2005","2005","100 g/ha","96520","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2006","2006","100 g/ha","112660","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2007","2007","100 g/ha","87349","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2008","2008","100 g/ha","92450","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2009","2009","100 g/ha","122997","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2010","2010","100 g/ha","103003","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2011","2011","100 g/ha","131479","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2012","2012","100 g/ha","162000","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2013","2013","100 g/ha","105232","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2014","2014","100 g/ha","63639","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2015","2015","100 g/ha","63643","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2016","2016","100 g/ha","63643","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2017","2017","100 g/ha","59527","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2018","2018","100 g/ha","58997","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2019","2019","100 g/ha","63278","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2020","2020","100 g/ha","57736","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5419","Rendimiento","01318","Piña tropical","2021","2021","100 g/ha","50547","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1961","1961","toneladas","50000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1962","1962","toneladas","45000","E","Valor estimado"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1963","1963","toneladas","41174","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1964","1964","toneladas","31881","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1965","1965","toneladas","15765","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1966","1966","toneladas","9681","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1967","1967","toneladas","6678","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1968","1968","toneladas","7214","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1969","1969","toneladas","10476","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1970","1970","toneladas","14187","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1971","1971","toneladas","20817","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1972","1972","toneladas","32321","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1973","1973","toneladas","30924","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1974","1974","toneladas","30155","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1975","1975","toneladas","22161","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1976","1976","toneladas","21416","A","Cifra oficial"
"QCL","Cultivos y productos de ganadería","192","Cuba","5510","Producción","01318","Piña tropical","1977","1977","toneladas","17225","A","Cifra oficial"
